"site_code","plot_id","treatment_code","sample_date","season_year","tissue_type","analyte","Weight","percent_composition","Comment"
"MCS","22","N",2018-05-11,"spring_2018","Larrea tridentata","Hydrogen %",2.111,6.39,NA
"MCS","22","N",2018-05-11,"spring_2018","Larrea tridentata","Nitrogen %",2.111,2.85,NA
"MCS","21","NP",2018-05-11,"spring_2018","Larrea tridentata","Carbon %",2.223,49.97,NA
"MCS","21","NP",2018-05-11,"spring_2018","Larrea tridentata","Hydrogen %",2.223,6.48,NA
"MCS","21","NP",2018-05-11,"spring_2018","Larrea tridentata","Nitrogen %",2.223,3.18,NA
"SRR","15","N",2018-05-11,"spring_2018","Larrea tridentata","Carbon %",1.975,49.83,NA
"SRR","15","N",2018-05-11,"spring_2018","Larrea tridentata","Hydrogen %",1.975,6.35,NA
"SRR","15","N",2018-05-11,"spring_2018","Larrea tridentata","Nitrogen %",1.975,2.7,NA
"SRR","14","P",2018-05-11,"spring_2018","Larrea tridentata","Carbon %",2.082,48.11,NA
"SRR","14","P",2018-05-11,"spring_2018","Larrea tridentata","Hydrogen %",2.082,6.37,NA
"SRR","14","P",2018-05-11,"spring_2018","Larrea tridentata","Nitrogen %",2.082,2.91,NA
"SRR","13","C1",2018-05-11,"spring_2018","Larrea tridentata","Carbon %",2.286,49.76,NA
"SRR","13","C1",2018-05-11,"spring_2018","Larrea tridentata","Hydrogen %",2.286,6.35,NA
"SRR","13","C1",2018-05-11,"spring_2018","Larrea tridentata","Nitrogen %",2.286,2.97,NA
"SRR","12","NP",2018-05-11,"spring_2018","Larrea tridentata","Carbon %",2.074,46.37,NA
"SRR","12","NP",2018-05-11,"spring_2018","Larrea tridentata","Hydrogen %",2.074,6.38,NA
"SRR","12","NP",2018-05-11,"spring_2018","Larrea tridentata","Nitrogen %",2.074,3.29,NA
"LDP","5","C1",2018-05-11,"spring_2018","Larrea tridentata","Carbon %",1.775,49.79,NA
"LDP","5","C1",2018-05-11,"spring_2018","Larrea tridentata","Hydrogen %",1.775,6.51,NA
"LDP","5","C1",2018-05-11,"spring_2018","Larrea tridentata","Nitrogen %",1.775,3.12,NA
"LDP","4","P",2018-05-11,"spring_2018","Larrea tridentata","Carbon %",2.269,47.68,NA
"LDP","4","P",2018-05-11,"spring_2018","Larrea tridentata","Hydrogen %",2.269,6.49,NA
"LDP","4","P",2018-05-11,"spring_2018","Larrea tridentata","Nitrogen %",2.269,3,NA
"LDP","3","NP",2018-05-11,"spring_2018","Larrea tridentata","Carbon %",1.861,49.12,NA
"LDP","3","NP",2018-05-11,"spring_2018","Larrea tridentata","Hydrogen %",1.861,6.57,NA
"LDP","3","NP",2018-05-11,"spring_2018","Larrea tridentata","Nitrogen %",1.861,3.2,NA
"LDP","1","N",2018-05-11,"spring_2018","Larrea tridentata","Carbon %",2.289,50.06,"Larrea Spring 2018"
"LDP","1","N",2018-05-11,"spring_2018","Larrea tridentata","Hydrogen %",2.289,6.78,"Larrea Spring 2018"
"LDP","1","N",2018-05-11,"spring_2018","Larrea tridentata","Nitrogen %",2.289,2.63,"Larrea Spring 2018"
