"site_code","plot_id","treatment_code","sample_date","season_year","tissue_type","instrument","isotope_element","concentration","source_file"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","68Zn",22.285,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","68Zn",7.186,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","68Zn",6.128,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","68Zn",7.49,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","68Zn",12.165,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","68Zn",5.652,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","68Zn",5.468,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","68Zn",8.695,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","68Zn",13.087,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","68Zn",7.94,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.402,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.723,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.469,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.607,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.752,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.461,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.62,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.592,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.713,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.468,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.668,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.158,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.335,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.383,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","69Ga",0.581,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","75As",0.143,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","75As",0.102,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","75As",0.055,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","75As",0.098,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","75As",0.07,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","75As",0.098,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","75As",0.111,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","75As",0.131,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","75As",0.078,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","75As",0.126,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","75As",0.12,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","75As",0.074,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","75As",0.086,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","75As",0.111,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","75As",0.121,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","82Se",3.047,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","82Se",4.375,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","82Se",2.446,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","82Se",8.8,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","82Se",6.408,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","82Se",12.23,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","82Se",1.983,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","82Se",3.377,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","82Se",5.103,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","82Se",2.328,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","82Se",14.744,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","82Se",3.019,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","82Se",18.56,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","82Se",2.484,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","82Se",3.21,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","85Rb",12.033,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","85Rb",4.174,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","85Rb",5.272,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","85Rb",6.587,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","85Rb",6.811,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","85Rb",6.477,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","85Rb",4.906,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","85Rb",3.994,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","85Rb",5.881,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","85Rb",5.541,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","85Rb",2.797,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","85Rb",9.152,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","85Rb",5.566,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","85Rb",5.267,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","85Rb",5.636,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","88Sr",70.684,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","88Sr",111.762,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","88Sr",98.844,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","88Sr",80.602,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","88Sr",131.616,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","88Sr",84.302,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","88Sr",77.28,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","88Sr",160.024,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","88Sr",70.711,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","88Sr",101.614,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","88Sr",130.05,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","88Sr",43.566,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","88Sr",49.525,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","88Sr",71.584,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","88Sr",72.506,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.032,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.015,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.02,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.025,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.015,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.028,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.028,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.036,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.026,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.033,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.028,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.024,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.022,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.028,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","93Nb",0.038,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.282,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.335,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2009-10-05,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.464,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.191,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.255,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.275,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2009-10-06,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.155,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.397,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.219,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2009-10-07,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.205,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.218,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.162,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2009-10-08,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.229,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.254,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2009-10-09,"fall_2009","Larrea tridentata","ICP-MS","95Mo",0.366,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EME","66","C1",2010-05-10,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2010-05-10,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2010-05-10,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0.009,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2010-05-10,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2010-05-10,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0.001,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2010-05-12,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2010-05-12,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0.001,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2010-05-12,"spring_2010","Larrea tridentata","ICP-MS","101Ru",0,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2010-10-11,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"PWP","33","C1",2010-10-11,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"SMW","44","C1",2010-10-11,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"LDP","5","C1",2010-10-12,"fall_2010","Larrea tridentata","ICP-MS","101Ru",0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"SRR","13","C1",2010-10-12,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"UMP","9","C1",2010-10-12,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"DBG","50","C1",2010-10-13,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"MCN","18","C1",2010-10-13,"fall_2010","Larrea tridentata","ICP-MS","101Ru",0,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"MCS","24","C1",2010-10-13,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"SME","29","C1",2010-10-13,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"SNE","51","C1",2010-10-13,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"SNW","60","C1",2010-10-13,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"EME","66","C1",2010-10-14,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"EMW","64","C1",2010-10-14,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"WTM","71","C1",2010-10-14,"fall_2010","Larrea tridentata","ICP-MS","101Ru",-0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"EME","66","C1",2010-05-10,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"EMW","64","C1",2010-05-10,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.004,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"LDP","5","C1",2010-05-10,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.01,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"UMP","9","C1",2010-05-10,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.001,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"WTM","71","C1",2010-05-10,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCN","18","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MCS","24","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.003,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"PWP","33","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SME","29","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SMW","44","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SRR","13","C1",2010-05-11,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.001,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"DBG","50","C1",2010-05-12,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.001,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNE","51","C1",2010-05-12,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.003,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"SNW","60","C1",2010-05-12,"spring_2010","Larrea tridentata","ICP-MS","103Rh",0.002,"Cndep_ICP_MS_02252014 _(Corrected on 11302017).xlsm"
"MVP","38","C1",2010-10-11,"fall_2010","Larrea tridentata","ICP-MS","103Rh",0.002,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"PWP","33","C1",2010-10-11,"fall_2010","Larrea tridentata","ICP-MS","103Rh",0.003,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"SMW","44","C1",2010-10-11,"fall_2010","Larrea tridentata","ICP-MS","103Rh",0.001,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"LDP","5","C1",2010-10-12,"fall_2010","Larrea tridentata","ICP-MS","103Rh",0.002,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"SRR","13","C1",2010-10-12,"fall_2010","Larrea tridentata","ICP-MS","103Rh",0,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
"UMP","9","C1",2010-10-12,"fall_2010","Larrea tridentata","ICP-MS","103Rh",0,"CNdep_ICP-MS_Oct2010_(corrected on 11302017).xlsx"
